timestamp,phase
0.10173606872558594,0.3796252212453775
0.4430811405181885,0.46993626827524815
0.770658016204834,0.5602427050071301
1.1072533130645752,0.6505455033417402
1.6047661304473877,0.7408453621022713
1.8913462162017822,0.8310445971424893
2.071237087249756,0.921378676292856
2.384377956390381,1.0117026432858909
2.7842652797698975,1.1020178038347248
3.11153507232666,1.1923251981452874
3.4999680519104004,1.2826258791426182
3.8354101181030273,1.3729209117869505
4.172089099884033,1.4632113723669602
4.542752981185913,1.5536356023492226
4.929003000259399,1.6440616615886519
5.315343141555786,1.7344905716294572
5.69741415977478,1.8249233594129652
6.047407150268555,1.9153610565850623
6.393882989883423,2.0058046987931095
6.752449989318848,2.0962553249735336
7.086030960083008,2.186713976631326
7.466080904006958,2.2771820343020215
7.81850528717041,2.3676601792828382
8.138482093811035,2.4581494564268787
8.482385158538818,2.548650910236975
8.858910083770752,2.639165584123875
9.179185152053833,2.7296945196640956
9.511259078979492,2.820219227475474
9.87623119354248,2.9107662261618987
10.243469953536987,3.0013364987151228
10.586291074752808,3.091931019380698
10.945002317428589,3.1825507530248873
11.264318227767944,3.273196082586834
11.588486194610596,3.3641345861746705
12.021265029907227,3.4551026824413555
12.37405514717102,3.546101157422884
12.784447193145752,3.6371307857148314
13.290557146072388,3.7281923300719915
13.700040102005005,3.819286541022482
14.184542179107666,3.910414156496791
14.525142908096313,4.001575901472203
14.877425193786621,4.092772487633001
15.368153095245361,4.1840046130467945
15.751537084579468,4.275273823428825
16.13645887374878,4.3665812600822616
16.465752124786377,4.457927633707689
16.794941186904907,4.549313637886367
17.34017300605774,4.6407399488126115
17.70194911956787,4.732207225048634
18.06754493713379,4.823716107301821
18.54885506629944,4.915267218224421
18.987391233444214,5.006861162235523
19.34173011779785,5.098498525365188
19.713016033172607,5.190179875120536
20.0406391620636,5.281905760373547
20.53306007385254,5.373676711270308
21.05596613883972,5.465493239161365
21.478366136550903,5.557355836552844
21.875020027160645,5.649264977077931
22.316663026809692,5.74122111548829
22.861433029174805,5.833224687664958
23.25042200088501,5.925276110648229
23.64959716796875,6.017375782686012
24.068035125732422,6.10952408330013
24.566203117370605,6.20172137336998
25.049773931503296,0.010782688053418532
25.33314609527588,0.1027116872588593
25.50997495651245,0.19449050775772975
25.831260204315186,0.28631549016747804
26.21459412574768,0.3781886532933183
26.64362907409668,0.4701104660267693
27.08064913749695,0.562081376536051
27.566152095794678,0.6541018123302469
27.96652317047119,0.7461721803439572
28.399027109146118,0.8382928670417485
28.797147035598755,0.9304642385416911
29.2642560005188,1.0226866407572488
29.66068124771118,1.114960399556777
30.029990196228027,1.2072858209398682
30.512198209762573,1.2996631912297758
30.844743013381958,1.392092777281135
31.20856809616089,1.484574826702203
31.58596110343933,1.5771095680908291
31.933568954467773,1.6696972112833701
32.34750199317932,1.762337947615766
32.74846315383911,1.855034817716586
33.278980016708374,1.9477879777814557
33.73652911186218,2.0405975633918723
34.27730393409729,2.133463689921517
34.74548006057739,2.2263864529514215
35.24362111091614,2.3193659286930077
35.693684101104736,2.412402174418055
36.15147614479065,2.505495228894661
36.57641530036926,2.598645112828304
36.84588408470154,2.6914488487646437
37.025062084198,2.784025243295765
37.30044198036194,2.8766570051566855
37.62173008918762,2.969346442327572
37.97566294670105,3.062093694521314
38.31255793571472,3.1548988799172357
38.7074761390686,3.247760714023896
39.207998275756836,3.3406806541387177
39.56790208816528,3.4336587573152277
39.917179107666016,3.5266950609406185
40.24176812171936,3.6193934894435755
40.44108009338379,3.7118661654717173
40.83314609527588,3.8043952766348155
41.20893096923828,3.8969830908331318
41.55519413948059,3.989629770925166
42.14879298210144,4.082335456659293
42.69796299934387,4.175100265168378
43.24579191207886,4.267924291473507
43.79674220085144,4.360807608995657
44.33358311653137,4.453750270074143
44.8191499710083,4.546752306490738
45.22211813926697,4.639813729998382
45.5189311504364,4.732934532853447
45.82009696960449,4.826114688350575
46.17747712135315,4.919356016817697
46.51154923439026,5.012999229769184
46.85246920585632,5.106703174634715
47.32713007926941,5.200467598214631
47.69457817077637,5.294292252570653
